Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2006-12-16,1209.176,34.922,236.24376262626262,13.082828282828283,0.0,546.0,4926.0,14680.933333333332,63.75,9.333,5.667,2.167,0.167
2006-12-17,3390.46,226.006,240.0870277777778,9.999027777777778,2033.0,4187.0,13341.0,36946.666666666664,63.75,9.333,5.667,2.167,0.167
2006-12-18,2203.826,161.792,241.23169444444446,6.421666666666667,1063.0,2621.0,14018.0,19028.433333333334,63.75,9.333,5.667,2.167,0.167
2006-12-19,1666.194,150.942,241.9993125,4.926388888888889,839.0,7602.0,6197.0,13131.9,63.75,9.333,5.667,2.167,0.167
2006-12-20,2225.748,160.998,242.30806249999998,6.467361111111111,0.0,2648.0,14063.0,20384.8,63.75,9.333,5.667,2.167,0.167
2006-12-21,1717.112,144.166,241.04228472222223,5.028194444444445,1765.0,2623.0,10421.0,13809.533333333333,63.75,9.333,5.667,2.167,0.167
2006-12-22,2341.338,186.906,241.1845486111111,6.872916666666667,3151.0,350.0,11131.0,24390.3,63.75,9.333,5.667,2.167,0.167
2006-12-23,4773.386,221.47,240.1360763888889,14.028055555555557,2669.0,425.0,14726.0,61736.433333333334,63.75,9.333,5.667,2.167,0.167
2006-12-24,2550.012,149.9,241.6874375,7.640416666666667,1703.0,5082.0,6891.0,28824.2,63.75,9.333,5.667,2.167,0.167
2006-12-25,2743.12,240.28,243.39993055555558,7.951527777777779,6620.0,1962.0,5795.0,31341.666666666668,63.75,9.333,5.667,2.167,0.167
2006-12-26,3934.11,165.102,241.6254375,11.347916666666666,1086.0,2533.0,14979.0,46970.5,63.75,9.333,5.667,2.167,0.167
2006-12-27,1528.76,178.902,243.76736111111111,4.5175,0.0,314.0,6976.0,18189.333333333332,63.75,9.333,5.667,2.167,0.167
2006-12-28,2072.638,208.876,243.26833333333335,6.086250000000001,2207.0,4419.0,9176.0,18741.966666666667,63.75,9.333,5.667,2.167,0.167
2006-12-29,3174.392,196.394,240.87130555555555,9.271388888888888,1252.0,5162.0,11329.0,35163.53333333333,63.75,9.333,5.667,2.167,0.167
2006-12-30,2801.738,312.75600000000003,240.53632638888888,8.317083333333333,3148.0,7929.0,12516.0,23102.633333333335,63.75,9.333,5.667,2.167,0.167
2006-12-31,3494.196,150.852,239.8965763888889,10.199583333333333,0.0,347.0,6502.0,51387.6,63.75,9.333,5.667,2.167,0.167
2007-01-01,2749.004,148.166,240.12897916666665,7.916944444444444,0.0,352.0,5880.0,39584.73333333333,28.36,10.2,0.6,0.0,0.0
2007-01-02,1269.236,190.342,241.94377777777777,3.7140277777777775,0.0,348.0,6562.0,14243.933333333332,28.36,10.2,0.6,0.0,0.0
2007-01-03,1014.054,196.728,243.5570902777778,3.0140277777777778,0.0,344.0,4765.0,11791.9,28.36,10.2,0.6,0.0,0.0
2007-01-04,3259.412,202.302,239.7502986111111,9.478194444444444,1051.0,7597.0,10896.0,34779.53333333333,28.36,10.2,0.6,0.0,0.0
2007-01-05,2713.364,173.154,240.49576388888892,7.885138888888889,1483.0,379.0,7602.0,35758.73333333333,28.36,10.2,0.6,0.0,0.0
2007-01-06,1508.378,192.188,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,17723.633333333335,28.36,10.2,0.6,0.0,0.0
2007-01-07,2447.62,246.074,240.90248611111113,7.282638888888889,1987.0,8177.0,12810.0,17819.666666666668,28.36,10.2,0.6,0.0,0.0
2007-01-08,2241.36,207.568,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,19342.0,28.36,10.2,0.6,0.0,0.0
2007-01-09,1869.054,207.248,240.48752083333335,5.521111111111111,1688.0,4267.0,9790.0,15405.9,28.36,10.2,0.6,0.0,0.0
2007-01-10,2154.8,228.452,241.02745138888892,6.357777777777779,771.0,4456.0,11012.0,19674.333333333332,28.36,10.2,0.6,0.0,0.0
2007-01-11,2255.194,230.02,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,21623.566666666666,28.36,10.2,0.6,0.0,0.0
2007-01-12,1461.296,199.14,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,15639.933333333332,28.36,10.2,0.6,0.0,0.0
2007-01-13,3186.814,290.736,239.28361111111113,9.453055555555554,7806.0,2975.0,11341.0,30991.566666666666,28.36,10.2,0.6,0.0,0.0
2007-01-14,3011.038,227.432,238.81801388888888,8.971666666666668,1777.0,4215.0,12991.0,31200.966666666667,28.36,10.2,0.6,0.0,0.0
2007-01-15,2148.678,174.86,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,17310.3,28.36,10.2,0.6,0.0,0.0
2007-01-16,1686.404,185.428,241.94475694444446,4.975972222222222,2063.0,644.0,6583.0,18816.733333333334,28.36,10.2,0.6,0.0,0.0
2007-01-17,2847.688,200.752,241.00525,8.283888888888889,3500.0,5737.0,16064.0,22160.466666666667,28.36,10.2,0.6,0.0,0.0
2007-01-18,1821.462,177.712,240.89359722222224,5.3425,0.0,336.0,13491.0,16530.7,28.36,10.2,0.6,0.0,0.0
2007-01-19,1480.44,170.052,240.16094444444445,4.37625,2103.0,330.0,7172.0,15069.0,28.36,10.2,0.6,0.0,0.0
2007-01-20,3133.732,238.362,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,31242.866666666665,28.36,10.2,0.6,0.0,0.0
2007-01-21,3407.262,229.736,238.96811805555558,10.190694444444444,10346.0,5567.0,11599.0,29275.7,28.36,10.2,0.6,0.0,0.0
2007-01-22,2180.494,168.642,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,20943.566666666666,28.36,10.2,0.6,0.0,0.0
2007-01-23,1777.64,138.28,242.76255555555556,5.260833333333333,0.0,1064.0,5061.0,23502.333333333332,28.36,10.2,0.6,0.0,0.0
2007-01-24,2987.854,178.06,241.45769444444446,8.733611111111111,3464.0,2480.0,11744.0,32109.566666666666,28.36,10.2,0.6,0.0,0.0
2007-01-25,1596.344,144.16,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,13946.733333333334,28.36,10.2,0.6,0.0,0.0
2007-01-26,1617.972,142.902,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,17304.2,28.36,10.2,0.6,0.0,0.0
2007-01-27,2044.072,148.242,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,16627.866666666665,28.36,10.2,0.6,0.0,0.0
2007-01-28,3092.35,153.606,240.30211805555555,9.133611111111112,3466.0,3997.0,12062.0,32014.166666666668,28.36,10.2,0.6,0.0,0.0
2007-01-29,1982.664,165.696,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,16373.4,28.36,10.2,0.6,0.0,0.0
2007-01-30,1707.798,180.934,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,17767.3,28.36,10.2,0.6,0.0,0.0
2007-01-31,2363.752,185.988,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,18393.866666666665,28.36,10.2,0.6,0.0,0.0
2007-02-01,1824.76,150.264,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,15711.666666666666,84.117,13.333,6.5,3.0,0.0
2007-02-02,1667.736,139.542,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,16101.6,84.117,13.333,6.5,3.0,0.0
2007-02-03,4029.722,245.824,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,40009.03333333333,84.117,13.333,6.5,3.0,0.0
2007-02-04,3595.94,186.494,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,37472.333333333336,84.117,13.333,6.5,3.0,0.0
2007-02-05,1645.28,147.228,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,16112.333333333334,84.117,13.333,6.5,3.0,0.0
2007-02-06,1273.48,142.566,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,15117.666666666666,84.117,13.333,6.5,3.0,0.0
2007-02-07,2328.018,177.708,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,20002.3,84.117,13.333,6.5,3.0,0.0
2007-02-08,1801.414,138.896,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,17274.566666666666,84.117,13.333,6.5,3.0,0.0
2007-02-09,1620.198,158.066,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,84.117,13.333,6.5,3.0,0.0
2007-02-10,2829.328,192.974,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,24848.466666666667,84.117,13.333,6.5,3.0,0.0
2007-02-11,3571.228,204.314,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,84.117,13.333,6.5,3.0,0.0
2007-02-12,1877.61,136.704,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,84.117,13.333,6.5,3.0,0.0
2007-02-13,1414.546,134.678,241.16685416666667,4.14375,0.0,2828.0,6256.0,14491.766666666666,84.117,13.333,6.5,3.0,0.0
2007-02-14,2498.672,202.506,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,22977.533333333333,84.117,13.333,6.5,3.0,0.0
2007-02-15,1985.346,165.964,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,84.117,13.333,6.5,3.0,0.0
2007-02-16,1702.528,151.686,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,17679.466666666667,84.117,13.333,6.5,3.0,0.0
2007-02-17,2076.912,238.968,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,23467.2,84.117,13.333,6.5,3.0,0.0
2007-02-18,3829.762,255.522,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,36590.36666666667,84.117,13.333,6.5,3.0,0.0
2007-02-19,2186.614,176.584,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,18824.566666666666,84.117,13.333,6.5,3.0,0.0
2007-02-20,3149.928,187.158,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,35536.8,84.117,13.333,6.5,3.0,0.0
2007-02-21,2072.874,189.87,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,17140.9,84.117,13.333,6.5,3.0,0.0
2007-02-22,3375.57,138.074,238.62020138888892,9.87486111111111,1409.0,4129.0,12285.0,38436.5,84.117,13.333,6.5,3.0,0.0
2007-02-23,1313.48,149.344,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,10602.333333333334,84.117,13.333,6.5,3.0,0.0
2007-02-24,714.922,122.202,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,7990.366666666667,84.117,13.333,6.5,3.0,0.0
2007-02-25,501.74,113.736,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,6373.333333333333,84.117,13.333,6.5,3.0,0.0
2007-02-26,568.484,108.28,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,6313.733333333334,84.117,13.333,6.5,3.0,0.0
2007-02-27,518.112,113.204,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,6397.2,84.117,13.333,6.5,3.0,0.0
2007-02-28,520.774,113.372,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,6366.566666666667,84.117,13.333,6.5,3.0,0.0
2007-03-01,517.564,107.628,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,6330.066666666667,43.217,12.833,2.667,0.0,0.0
2007-03-02,515.688,107.008,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,6285.8,43.217,12.833,2.667,0.0,0.0
2007-03-03,819.122,134.992,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,8708.033333333333,43.217,12.833,2.667,0.0,0.0
2007-03-04,2090.7,175.682,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,15250.0,43.217,12.833,2.667,0.0,0.0
2007-03-05,2660.332,205.956,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,16476.866666666665,43.217,12.833,2.667,0.0,0.0
2007-03-06,1246.5,186.148,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,14335.0,43.217,12.833,2.667,0.0,0.0
2007-03-07,2375.206,171.2,240.3235625,6.935,1076.0,4761.0,15513.0,18236.766666666666,43.217,12.833,2.667,0.0,0.0
2007-03-08,1572.132,187.404,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,13982.2,43.217,12.833,2.667,0.0,0.0
2007-03-09,1272.612,119.238,240.88846527777778,3.73125,1093.0,345.0,8631.0,11141.2,43.217,12.833,2.667,0.0,0.0
2007-03-10,2484.712,243.528,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,20880.866666666665,43.217,12.833,2.667,0.0,0.0
2007-03-11,3480.636,173.374,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,40280.6,43.217,12.833,2.667,0.0,0.0
2007-03-12,1950.668,134.422,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,15914.133333333333,43.217,12.833,2.667,0.0,0.0
2007-03-13,1290.144,126.718,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,10970.4,43.217,12.833,2.667,0.0,0.0
2007-03-14,1793.364,157.522,240.77729166666666,5.2675,3485.0,480.0,8607.0,17317.4,43.217,12.833,2.667,0.0,0.0
2007-03-15,1884.814,159.326,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,17114.566666666666,43.217,12.833,2.667,0.0,0.0
2007-03-16,1702.054,130.208,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,17287.566666666666,43.217,12.833,2.667,0.0,0.0
2007-03-17,2028.09,127.068,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,18959.5,43.217,12.833,2.667,0.0,0.0
2007-03-18,2371.046,241.45,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,19728.433333333334,43.217,12.833,2.667,0.0,0.0
2007-03-19,2152.518,144.764,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,17423.3,43.217,12.833,2.667,0.0,0.0
2007-03-20,2086.228,164.87,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,16933.466666666667,43.217,12.833,2.667,0.0,0.0
2007-03-21,2142.092,142.83,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,17368.533333333333,43.217,12.833,2.667,0.0,0.0
2007-03-22,1454.978,113.826,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,12698.633333333333,43.217,12.833,2.667,0.0,0.0
2007-03-23,1309.008,119.488,241.64547916666666,3.80375,1127.0,777.0,8369.0,11543.8,43.217,12.833,2.667,0.0,0.0
2007-03-24,2968.43,191.024,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,23587.833333333332,43.217,12.833,2.667,0.0,0.0
2007-03-25,3336.506,236.1,240.0347986111111,9.716666666666667,4630.0,3600.0,9358.0,38020.433333333334,43.217,12.833,2.667,0.0,0.0
2007-03-26,1416.082,160.966,241.3368125,4.183055555555556,1088.0,344.0,9096.0,13073.366666666667,43.217,12.833,2.667,0.0,0.0
2007-03-27,1105.14,151.726,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,11703.0,43.217,12.833,2.667,0.0,0.0
2007-03-28,2333.898,196.518,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,15361.3,43.217,12.833,2.667,0.0,0.0
2007-03-29,1590.406,198.696,240.5366875,4.676805555555556,1162.0,460.0,10724.0,14160.766666666666,43.217,12.833,2.667,0.0,0.0
2007-03-30,1402.394,181.12800000000001,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,13594.233333333334,43.217,12.833,2.667,0.0,0.0
2007-03-31,3509.51,231.504,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,30482.833333333332,43.217,12.833,2.667,0.0,0.0
2007-04-01,2785.9519999999998,202.552,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,16893.533333333333,10.567,1.0,0.833,0.667,0.0
2007-04-02,1960.778,174.336,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,13313.633333333333,10.567,1.0,0.833,0.667,0.0
2007-04-03,1642.82,168.76,240.50495833333335,4.84625,3630.0,1042.0,7637.0,15071.333333333334,10.567,1.0,0.833,0.667,0.0
2007-04-04,2051.868,172.318,240.33178472222224,5.98625,3434.0,420.0,14748.0,15595.8,10.567,1.0,0.833,0.667,0.0
2007-04-05,1844.078,244.538,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,14848.633333333333,10.567,1.0,0.833,0.667,0.0
2007-04-06,1601.14,143.214,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,12053.666666666666,10.567,1.0,0.833,0.667,0.0
2007-04-07,1553.924,138.73,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,15737.733333333334,10.567,1.0,0.833,0.667,0.0
2007-04-08,1608.816,135.882,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,22783.6,10.567,1.0,0.833,0.667,0.0
2007-04-09,1000.92,160.10999999999999,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,9700.0,10.567,1.0,0.833,0.667,0.0
2007-04-10,777.364,148.94,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,9433.066666666668,10.567,1.0,0.833,0.667,0.0
2007-04-11,887.482,192.446,241.1548263888889,2.61875,0.0,1112.0,6421.0,7258.366666666667,10.567,1.0,0.833,0.667,0.0
2007-04-12,537.706,147.812,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,6602.766666666666,10.567,1.0,0.833,0.667,0.0
2007-04-13,551.022,151.64,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,6637.7,10.567,1.0,0.833,0.667,0.0
2007-04-14,554.268,155.61,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,6651.8,10.567,1.0,0.833,0.667,0.0
2007-04-15,726.164,171.544,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,8183.733333333334,10.567,1.0,0.833,0.667,0.0
2007-04-16,952.39,186.074,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,8960.166666666666,10.567,1.0,0.833,0.667,0.0
2007-04-17,1223.734,218.354,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,12275.566666666668,10.567,1.0,0.833,0.667,0.0
2007-04-18,998.246,165.224,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,11273.433333333332,10.567,1.0,0.833,0.667,0.0
2007-04-19,1028.658,149.66,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,9058.3,10.567,1.0,0.833,0.667,0.0
2007-04-20,822.58,145.64600000000002,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,8781.666666666666,10.567,1.0,0.833,0.667,0.0
2007-04-21,1673.656,212.658,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,9727.266666666666,10.567,1.0,0.833,0.667,0.0
2007-04-22,2233.714,267.194,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,19575.566666666666,10.567,1.0,0.833,0.667,0.0
2007-04-23,1054.566,135.64,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,9663.1,10.567,1.0,0.833,0.667,0.0
2007-04-24,1032.1,135.264,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,8869.666666666666,10.567,1.0,0.833,0.667,0.0
2007-04-25,1264.162,164.736,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10788.366666666667,10.567,1.0,0.833,0.667,0.0
2007-04-26,1275.466,163.606,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10925.766666666666,10.567,1.0,0.833,0.667,0.0
2007-04-27,1094.332,161.928,235.21616666666668,3.3125,1772.0,545.0,4756.0,11165.866666666667,10.567,1.0,0.833,0.667,0.0
2007-04-28,720.886,298.012,236.20713194444446,2.235555555555556,0.0,18.0,0.0,11996.766666666666,10.567,1.0,0.833,0.667,0.0
2007-04-29,708.48,299.52,236.24000000000004,2.2,0.0,0.0,0.0,11807.999999999998,10.567,1.0,0.833,0.667,0.0
2007-04-30,845.91,251.42999999999998,235.69201388888888,2.6156944444444448,1214.0,500.0,1131.0,11253.5,10.567,1.0,0.833,0.667,0.0
2007-05-01,1663.858,181.608,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,14184.966666666667,81.367,13.0,6.667,2.333,0.0
2007-05-02,1003.486,160.092,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,11473.766666666666,81.367,13.0,6.667,2.333,0.0
2007-05-03,1090.238,150.942,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,6703.633333333333,81.367,13.0,6.667,2.333,0.0
2007-05-04,998.128,174.74,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,9848.466666666667,81.367,13.0,6.667,2.333,0.0
2007-05-05,1563.052,174.102,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,9341.866666666667,81.367,13.0,6.667,2.333,0.0
2007-05-06,2102.104,182.336,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,20776.066666666666,81.367,13.0,6.667,2.333,0.0
2007-05-07,1643.664,168.918,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,12080.4,81.367,13.0,6.667,2.333,0.0
2007-05-08,1789.292,181.612,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,14452.533333333333,81.367,13.0,6.667,2.333,0.0
2007-05-09,1665.736,183.484,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,9639.266666666666,81.367,13.0,6.667,2.333,0.0
2007-05-10,707.884,168.314,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,7057.066666666667,81.367,13.0,6.667,2.333,0.0
